@relation train

@attribute att1 numeric
@attribute att2 {False,True}
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 {Centrum,Sołacz,Naramowice,Wilda,Grunwald,Nowe,Starołęka,Winogrady,Rataje,Zawady,Malta,Komandoria,Podolany,Dębiec,Piątkowo,Świerczewo,Jeżyce,Chwaliszewo,Lazarz,Komorniki,Stare,Wilczak,Ogrody,Garbary,Śródka,Bonin,Żegrze,Dąbrowskiego,Plewiska,Górczyn,Winiary,Dolna,Kopernika,Suchy,Lawica,Głuszyna,Szczepankowo,Smochowice,Strzeszyn,Kobylepole,Antoninek,Morasko,Piatkowo,Nadolnik}
@attribute att6 numeric

@data
330255,False,2,1,Stare,14
442080,False,3,1,Starołęka,68
277823,False,2,2,Podolany,70
308039,False,2,0,Naramowice,71
321656,False,2,1,Naramowice,50
304140,False,3,5,Winogrady,18
771672,False,4,4,Górczyn,66
322497,False,2,6,Naramowice,60
333024,False,2,1,Stare,51
290000,True,3,14,Nowe,20
515000,True,3,0,Rataje,71
372000,True,4,1,Nadolnik,125
410000,True,2,5,Rataje,53
259000,True,2,0,Grunwald,52
298950,True,2,0,Piątkowo,70
495000,True,4,3,Naramowice,104
245000,True,2,7,Jeżyce,53
319000,True,2,1,Centrum,52
420000,True,2,1,Naramowice,50
420000,True,2,3,Naramowice,50
300000,True,3,2,Grunwald,49
300000,True,3,2,Winogrady,48
339000,True,2,2,Stare,53
298000,True,3,1,Nowe,30
250000,True,3,0,Stare,45
475000,True,4,4,Naramowice,50
329000,True,3,1,Jeżyce,112
299000,True,2,0,Piątkowo,20
259000,True,3,1,Grunwald,48
370000,True,4,4,Piątkowo,60
249641,False,2,0,Ogrody,54
375000,True,3,1,Nowe,63
390000,True,4,4,Piątkowo,74
288000,True,3,4,Stare,30
468000,True,2,3,Grunwald,60
279000,True,3,1,Wilda,68
250000,True,2,6,Winogrady,42
350000,True,2,2,Jeżyce,46
310000,True,2,1,Nowe,40
289000,True,3,4,Winogrady,47
405900,True,3,2,Stare,82
359000,True,3,1,Wilda,20
326000,True,2,1,Sołacz,39
350000,True,2,2,Jeżyce,47
239000,True,2,4,Grunwald,50
224343,False,2,4,Starołęka,35
362220,False,3,3,Starołęka,60
287394,False,2,2,Starołęka,50
320739,False,3,1,Starołęka,56
460499,False,3,1,Stare,51
242731,False,2,0,Podolany,74
156085,False,2,4,Nowe,54
285200,False,2,1,Winogrady,46
211190,False,2,0,Podolany,78
309000,True,3,3,Wilda,80
313000,True,2,1,Górczyn,48
313000,True,2,1,Dębiec,48
643720,True,4,0,Stare,60
415000,True,2,5,Nowe,53
325000,True,2,3,Stare,60
599000,True,4,3,Stare,97
319000,True,2,0,Grunwald,20
299000,True,3,6,Stare,63
299000,True,2,0,Grunwald,51
339000,True,2,2,Centrum,53
320000,True,3,4,Stare,65
364000,True,3,1,Nowe,67
209000,True,3,3,Grunwald,50
